status,title,authors,year,venue,doi,url,tags,abstract,provider,decision_source,llm_confidence,llm_review_outcome,llm_change_direction,paper_id
discarded,Identifying Code Quality Issues for Undergraduate Students Using Static Analysis and NLP,Essa Imhmed; Edgar Ceh-Varela; Scott Kilgore,2023,2023 International Conference on Computational Science and Computational Intelligence (CSCI),10.1109/CSCI62032.2023.00252,https://ieeexplore.ieee.org/document/10590588/,adjacent-subtopic,"This study presents a detailed analysis of coding standards in the context of university-level programming courses. Focusing on the challenges faced by students in understanding and applying these standards, the study utilized the CheckStyle tool for Java programming and Natural Language Processing (NLP) techniques, such as Doc2Vec, for error categorization. The analysis revealed common issues, such as spacing problems and non-compliance with naming conventions, exacerbated by factors like tight schedules and limited grading emphasis. Importantly, this paper serves as an exploratory study utilizing advanced natural language processing methods, shedding light on students' complexities in adhering to coding standards.",ieee,llm,0.870,unreviewed,,doi:10.1109/csci62032.2023.00252
discarded,Taming Cross-Tool Traceability in the Wild,Cosmina Cristina Raţiu; Christoph Mayr-Dorn; Wesley K. G. Assunção; Alexander Egyed,2023,2023 IEEE 31st International Requirements Engineering Conference (RE),10.1109/RE57278.2023.00031,https://ieeexplore.ieee.org/document/10260770/,off-topic-false-hit,"Along the process of engineering a safety-critical system, software engineers produce various artifacts, ranging from requirements and change requests to source code and test cases. In order to aid the development of the system and to adhere to the complex safety regulations and standards in place, engineers are often required to maintain bidirectional and consistent traceability between the produced artifacts. However, such artifacts are rarely maintained in one single tool. Because of that, the cross-tool bidirectional traces have to frequently be manually maintained, which can easily become a very time-consuming or infeasible task. Through interviews and observations at our industry partners in regulated domains, we observed that a number of different strategies are used to deal with this challenge. The use of naming conventions, querying, or URL links is observed in the industry. However, they have their shortcomings and hinder engineers from realizing the full potential that traceability can offer. Knowing the challenges in the industry, we explored existing literature. A range of approaches in the literature aims at dealing with traceability, but often they are context-specific and not easily transferable into practice. Given this gap between the state-of-the-art and industry needs, we performed interviews with our industry partners and analyzed tertiary studies from the literature to obtain a better understanding of what traceability properties are needed to unleash the potential of traces. We identified properties that represent the shared challenges between the related work and the industry requirements: discoverability, type checks, flexibility, navigability, and extensibility. While each property is addressed by a subset of the available solutions, we propose a novel traceability approach to support all of them in a single tool.",ieee,llm,0.970,unreviewed,,doi:10.1109/re57278.2023.00031
discarded,Automatic Derivation of Concepts Based on the Analysis of Source Code Identifiers,Latifa Guerrouj,2010,2010 17th Working Conference on Reverse Engineering,10.1109/WCRE.2010.45,https://ieeexplore.ieee.org/document/5645490/,adjacent-subtopic,"The existing software engineering literature has empirically shown that a proper choice of identifiers influences software understandability and maintainability. Indeed, identifiers are developers' main up-to-date source of information and guide their cognitive processes during program understanding when the high-level documentation is scarce or outdated and when the source code is not sufficiently commented. Deriving domain terms from identifiers using high-level and domain concepts is not an easy task when naming conventions (e.g., Camel Case) are not used or strictly followed and-or when these words have been abbreviated or otherwise transformed. Our thesis is to develop an approach that overcomes the shortcomings of the existing approaches and maps identifiers to domain concepts even in the absence of naming conventions and-or the presence of abbreviations. Our approach uses a thesaurus of words and abbreviations to map terms or transformed words composing identifiers to dictionary words. It relies on an oracle that we manually build for the validation of our results. To evaluate our technique, we apply it to derive concepts from identifiers of different systems and open source projects. We also enrich it by the use of domain knowledge and context-aware dictionaries to analyze how sensitive are its performances to the use of contextual information and specialized knowledge.",ieee,llm,0.920,unreviewed,,doi:10.1109/wcre.2010.45
discarded,Self-configuring components for client/server applications,W. Pree; E. Althammer; H. Sikora,1998,Proceedings Ninth International Workshop on Database and Expert Systems Applications (Cat. No.98EX130),10.1109/DEXA.1998.707495,https://ieeexplore.ieee.org/document/707495/,off-topic-false-hit,"A mechanistic view of software component assembly implies exact matching and fitting of the particular components. We argue that components for large-scale software construction should have automatic configuration capabilities in order to significantly enhance their reusability and maintainability. The paper sketches a pragmatic approach for implementing self-configuring components, relying on framework technology, meta-information and naming conventions. A case study drawn from the client/server domain illustrates the concepts.",ieee,llm,0.980,unreviewed,,doi:10.1109/dexa.1998.707495
discarded,code_transformed: The Influence of Large Language Models on Code,Yuliang Xu; Siming Huang; Mingmeng Geng; Yao Wan; Xuanhua Shi; Dongping Chen,2025,cs.CL,10.48550/arXiv.2506.12014,http://arxiv.org/abs/2506.12014v2,adjacent-subtopic,"Coding remains one of the most fundamental modes of interaction between humans and machines. With the rapid advancement of Large Language Models (LLMs), code generation capabilities have begun to significantly reshape programming practices. This development prompts a central question: Have LLMs transformed code style, and how can such transformation be characterized? In this paper, we present a pioneering study that investigates the impact of LLMs on code style, with a focus on naming conventions, complexity, maintainability, and similarity. By analyzing code from over 20,000 GitHub repositories linked to arXiv papers published between 2020 and 2025, we identify measurable trends in the evolution of coding style that align with characteristics of LLM-generated code. For instance, the proportion of snake_case function names in Python code increased from 40.7% in Q1 2023 to 49.8% in Q3 2025. Furthermore, we investigate how LLMs approach algorithmic problems by examining their reasoning processes. Our experimental results may provide the first large-scale empirical evidence that LLMs affect real-world programming style. We release all the experimental dataset and source code at: https://github.com/ignorancex/LLM_code",arxiv,llm,0.800,unreviewed,,doi:10.48550/arxiv.2506.12014
discarded,MTP: A Meaning-Typed Language Abstraction for AI-Integrated Programming,Jayanaka L. Dantanarayana; Yiping Kang; Kugesan Sivasothynathan; Christopher Clarke; Baichuan Li; Savini Kashmira; Krisztian Flautner; Lingjia Tang; Jason Mars,2024,cs.PL,10.48550/arXiv.2405.08965,http://arxiv.org/abs/2405.08965v6,off-topic-false-hit,"Software development is shifting from traditional programming to AI-integrated applications that leverage generative AI and large language models (LLMs) during runtime. However, integrating LLMs remains complex, requiring developers to manually craft prompts and process outputs. Existing tools attempt to assist with prompt engineering, but often introduce additional complexity. This paper presents Meaning-Typed Programming (MTP), a novel paradigm that abstracts LLM integration through intuitive language-level constructs. By leveraging the inherent semantic richness of code, MTP automates prompt generation and response handling without additional developer effort. We introduce the (1) by operator for seamless LLM invocation, (2) MT-IR, a meaning-based intermediate representation for semantic extraction, and (3) MT-Runtime, an automated system for managing LLM interactions. We implement MTP in Jac, a programming language that supersets Python, and find that MTP significantly reduces coding complexity while maintaining accuracy and efficiency. MTP significantly reduces development complexity, lines of code modifications needed, and costs while improving run-time performance and maintaining or exceeding the accuracy of existing approaches. Our user study shows that developers using MTP completed tasks 3.2x faster with 45% fewer lines of code compared to existing frameworks. Moreover, MTP demonstrates resilience even when up to 50% of naming conventions are degraded, demonstrating robustness to suboptimal code. MTP is developed as part of the Jaseci open-source project, and is available under the module byLLM.",arxiv,llm,0.970,unreviewed,,doi:10.48550/arxiv.2405.08965
discarded,Learning From Developers: Towards Reliable Patch Validation at Scale for Linux,Chih-En Lin; Attreyee Mukherjee; Ajay Rawat; Ruqi Zhang; Pedro Fonseca,2026,cs.SE,10.48550/arXiv.2603.24825,http://arxiv.org/abs/2603.24825v1,off-topic-false-hit,"Patch reviewing is critical for software development, especially in distributed open-source development, which highly depends on voluntary work, such as Linux. This paper studies the past 10 years of patch reviews of the Linux memory management subsystem to characterize the challenges involved in patch reviewing at scale. Our study reveals that the review process is still primarily reliant on human effort despite a wide-range of automatic checking tools. Although kernel developers strive to review all patch proposals, they struggle to keep up with the increasing volume of submissions and depend significantly on a few developers for these reviews.
  To help scale the patch review process, we introduce FLINT, a patch validation system framework that synthesizes insights from past discussions among developers and automatically analyzes patch proposals for compliance. FLINT employs a rule-based analysis informed by past discussions among developers and an LLM that does not require training or fine-tuning on new data, and can continuously improve with minimum human effort. FLINT uses a multi-stage approach to efficiently distill the essential information from past discussions. Later, when a patch proposal needs review, FLINT retrieves the relevant validation rules for validation and generates a reference-backed report that developers can easily interpret and validate. FLINT targets bugs that traditional tools find hard to detect, ranging from maintainability issues, e.g., design choices and naming conventions, to complex concurrency issues, e.g., deadlocks and data races. FLINT detected 2 new issues in Linux v6.18 development cycle and 7 issues in previous versions. FLINT achieves 21% and 14% of higher ground-truth coverage on concurrency bugs than the baseline with LLM only. Moreover, FLINT achieves a 35% false positive rate, which is lower than the baseline.",arxiv,llm,0.940,unreviewed,,doi:10.48550/arxiv.2603.24825
discarded,Gradient-Based Model Fingerprinting for LLM Similarity Detection and Family Classification,Zehao Wu; Yanjie Zhao; Haoyu Wang,2025,cs.LG,10.48550/arXiv.2506.01631,http://arxiv.org/abs/2506.01631v2,off-topic-false-hit,"As Large Language Models (LLMs) become integral software components in modern applications, unauthorized model derivations through fine-tuning, merging, and redistribution have emerged as critical software engineering challenges. Unlike traditional software where clone detection and license compliance are well-established, the LLM ecosystem lacks effective mechanisms to detect model lineage and enforce licensing agreements. This gap is particularly problematic when open-source model creators, such as Meta's LLaMA, require derivative works to maintain naming conventions for attribution, yet no technical means exist to verify compliance.
  To fill this gap, treating LLMs as software artifacts requiring provenance tracking, we present TensorGuard, a gradient-based fingerprinting framework for LLM similarity detection and family classification. Our approach extracts model-intrinsic behavioral signatures by analyzing gradient responses to random input perturbations across tensor layers, operating independently of training data, watermarks, or specific model formats. TensorGuard supports the widely-adopted safetensors format and constructs high-dimensional fingerprints through statistical analysis of gradient features. These fingerprints enable two complementary capabilities: direct pairwise similarity assessment between arbitrary models through distance computation, and systematic family classification of unknown models via the K-Means clustering algorithm with domain-informed centroid initialization using known base models. Experimental evaluation on 58 models comprising 8 base models and 50 derivatives across five model families (Llama, Qwen, Gemma, Phi, Mistral) demonstrates 94% classification accuracy under our centroid-initialized K-Means clustering.",arxiv,llm,0.990,unreviewed,,doi:10.48550/arxiv.2506.01631
discarded,Eliminating Backdoors in Neural Code Models for Secure Code Understanding,Weisong Sun; Yuchen Chen; Chunrong Fang; Yebo Feng; Yuan Xiao; An Guo; Quanjun Zhang; Yang Liu; Baowen Xu; Zhenyu Chen,2024,cs.CR,10.48550/arXiv.2408.04683,http://arxiv.org/abs/2408.04683v2,off-topic-false-hit,"Neural code models (NCMs) have been widely used to address various code understanding tasks, such as defect detection. However, numerous recent studies reveal that such models are vulnerable to backdoor attacks. Backdoored NCMs function normally on normal/clean code snippets, but exhibit adversary-expected behavior on poisoned code snippets injected with the adversary-crafted trigger. It poses a significant security threat. Therefore, there is an urgent need for effective techniques to detect and eliminate backdoors stealthily implanted in NCMs.
  To address this issue, in this paper, we innovatively propose a backdoor elimination technique for secure code understanding, called EliBadCode. EliBadCode eliminates backdoors in NCMs by inverting/reverse-engineering and unlearning backdoor triggers. Specifically, EliBadCode first filters the model vocabulary for trigger tokens based on the naming conventions of specific programming languages to reduce the trigger search space and cost. Then, EliBadCode introduces a sample-specific trigger position identification method, which can reduce the interference of non-backdoor (adversarial) perturbations for subsequent trigger inversion, thereby producing effective inverted backdoor triggers efficiently. Backdoor triggers can be viewed as backdoor (adversarial) perturbations. Subsequently, EliBadCode employs a Greedy Coordinate Gradient algorithm to optimize the inverted trigger and designs a trigger anchoring method to purify the inverted trigger. Finally, EliBadCode eliminates backdoors through model unlearning. We evaluate the effectiveness of EliBadCode in eliminating backdoors implanted in multiple NCMs used for three safety-critical code understanding tasks. The results demonstrate that EliBadCode can effectively eliminate backdoors while having minimal adverse effects on the normal functionality of the model.",arxiv,llm,0.940,unreviewed,,doi:10.48550/arxiv.2408.04683
discarded,Unsafe and Unused? A History of Utility Code in Mature Open Source Projects,Brandon Keller; Kaitlin Yandik; Angela Ngo; Andy Meneely,2026,cs.SE,10.48550/arXiv.2604.28146,http://arxiv.org/abs/2604.28146v1,adjacent-subtopic,"Filenames are a concise means of conveying information about source code to fellow developers. One such convention is util. Commonly understood to stand for ""utility"", filenames with the letters util are often an indication that the file contains code that may be broadly useful or reusable. Some projects use this convention heavily, for example, the Apache Tomcat server contains 925 files with util in the path name, which is 17.9% of all source code files in the tree. While the intent of the name may be to prevent duplicate code and reduce workload, what actually happens to util code over time? Do projects move away from util code as they mature? Are util files being used by fellow colleagues, or maintained and used by their author? The goal of our work is to help developers avoid creating unsafe and unused util files when developing their projects. We conducted a longitudinal mining study of the Git repositories of seven open source projects that have a long development history (Linux kernel, Django, FFmpeg, httpd, Struts, systemd, Tomcat). We analyzed how util usage, complexity, developer collaboration, and security are potentially correlated within these projects. Our longitudinal analysis was measured at 30-day intervals throughout the entire history of each project, resulting in 1773 snapshots over 147 project-years of development. We conducted rename tracking at every 30-day snapshot to examine util files over their entire lifetime in a codebase. For example, we found that a util file can be as much as 2.75 times more likely to be involved in a vulnerability than non-util files. While every project can adopt their own naming conventions, the ubiquity and longevity of util files shows a broader developer intent that is useful for understanding the socio-technical nature of software development.",arxiv,llm,0.760,unreviewed,,doi:10.48550/arxiv.2604.28146
discarded,Identifying Quality Mersenne Twister Streams For Parallel Stochastic Simulations,Benjamin Antunes; Claude Mazel; David R. C Hill,2024,cs.DC,10.48550/arXiv.2401.17115,http://arxiv.org/abs/2401.17115v1,off-topic-false-hit,"The Mersenne Twister (MT) is a pseudo-random number generator (PRNG) widely used in High Performance Computing for parallel stochastic simulations. We aim to assess the quality of common parallelization techniques used to generate large streams of MT pseudo-random numbers. We compare three techniques: sequence splitting, random spacing and MT indexed sequence. The TestU01 Big Crush battery is used to evaluate the quality of 4096 streams for each technique on three different hardware configurations. Surprisingly, all techniques exhibited almost 30% of defects with no technique showing better quality than the others. While all 106 Big Crush tests showed failures, the failure rate was limited to a small number of tests (maximum of 6 tests failed per stream, resulting in over 94% success rate). Thanks to 33 CPU years, high-quality streams identified are given. They can be used for sensitive parallel simulations such as nuclear medicine and precise high-energy physics applications.",arxiv,llm,0.990,unreviewed,,doi:10.48550/arxiv.2401.17115
discarded,The Fault in our Stars: Quality Assessment of Code Generation Benchmarks,Mohammed Latif Siddiq; Simantika Dristi; Joy Saha; Joanna C. S. Santos,2024,cs.SE,10.48550/arXiv.2404.10155,http://arxiv.org/abs/2404.10155v3,off-topic-false-hit,"Large Language Models (LLMs) are gaining popularity among software engineers. A crucial aspect of developing effective code generation LLMs is to evaluate these models using a robust benchmark. Evaluation benchmarks with quality issues can provide a false sense of performance. In this work, we conduct the first-of-its-kind study of the quality of prompts within benchmarks used to compare the performance of different code generation models. To conduct this study, we analyzed 3,566 prompts from 9 code generation benchmarks to identify quality issues in them. We also investigated whether fixing the identified quality issues in the benchmarks' prompts affects a model's performance. We also studied memorization issues of the evaluation dataset, which can put into question a benchmark's trustworthiness. We found that code generation evaluation benchmarks mainly focused on Python and coding exercises and had very limited contextual dependencies to challenge the model. These datasets and the developers' prompts suffer from quality issues like spelling and grammatical errors, unclear sentences to express developers' intent, and not using proper documentation style. Fixing all these issues in the benchmarks can lead to a better performance for Python code generation, but not a significant improvement was observed for Java code generation. We also found evidence that GPT-3.5-Turbo and CodeGen-2.5 models may have data contamination issues.",arxiv,llm,0.960,unreviewed,,doi:10.48550/arxiv.2404.10155
discarded,"An Insight into Security Code Review with LLMs: Capabilities, Obstacles, and Influential Factors",Jiaxin Yu; Peng Liang; Yujia Fu; Amjed Tahir; Mojtaba Shahin; Chong Wang; Yangxiao Cai,2024,cs.SE,10.48550/arXiv.2401.16310,http://arxiv.org/abs/2401.16310v6,off-topic-false-hit,"Security code review is a time-consuming and labor-intensive process typically requiring integration with automated security defect detection tools. However, existing security analysis tools struggle with poor generalization, high false positive rates, and coarse detection granularity. Large Language Models (LLMs) have been considered promising candidates for addressing those challenges. In this study, we conducted an empirical study to explore the potential of LLMs in detecting security defects during code review. Specifically, we evaluated the performance of seven LLMs under five different prompts and compared them with state-of-the-art static analysis tools. We also performed linguistic and regression analyses for the two top-performing LLMs to identify quality problems in their responses and factors influencing their performance. Our findings show that: (1) In security code review, LLMs significantly outperform state-of-the-art static analysis tools, and the reasoning-optimized LLM performs better than general-purpose LLMs. (2) DeepSeek-R1 achieves the highest performance, followed by GPT-4 provided in the ChatGPT platform. The optimal prompt for DeepSeek-R1 incorporates both the commit message and chain-of-thought (CoT) guidance, while for GPT-4 via ChatGPT, the prompt with a Common Weakness Enumeration (CWE) list works best. (3) GPT-4 via ChatGPT frequently produces vague expressions and exhibits difficulties in accurately following instructions in the prompts, while DeepSeek-R1 more commonly generates inaccurate code details in its outputs. (4) LLMs are more adept at identifying security defects in code files that have fewer tokens and security-relevant annotations. (5) Higher code complexity correlates with enhanced detection capabilities of DeepSeek-R1 for specific security defect types.",arxiv,llm,0.970,unreviewed,,doi:10.48550/arxiv.2401.16310
discarded,Tool Support for Continuous Quality Control,Florian Deissenboeck; Stefan Wagner; Markus Pizka; Benjamin Hummel; Elmar Juergens; Benedikt Mas y Parareda,2016,cs.SE,10.1109/MS.2008.129,http://arxiv.org/abs/1611.09116v1,adjacent-subtopic,"Over time, software systems suffer gradual quality decay and therefore costs can rise if organizations fail to take proactive countermeasures. Quality control is the first step to avoiding this cost trap. Continuous quality assessments help users identify quality problems early, when their removal is still inexpensive; they also aid decision making by providing an integrated view of a software system's current status. As a side effect, continuous and timely feedback helps developers and maintenance personnel improve their skills and thereby decreases the likelihood of future quality defects. To make regular quality control feasible, it must be highly automated, and assessment results must be presented in an aggregated manner to avoid overwhelming users with data. This article offers an overview of tools that aim to address these issues. The authors also discuss their own flexible, open-source toolkit, which supports the creation of dashboards for quality control.",arxiv,llm,0.750,unreviewed,,doi:10.1109/ms.2008.129
discarded,Improving Semantic Consistency of Variable Names with Use-Flow Graph Analysis,Yusuke Shinyama; Yoshitaka Arahori; Katsuhiko Gondow,2022,cs.SE,10.1109/APSEC53868.2021.00030,http://arxiv.org/abs/2203.09960v1,adjacent-subtopic,"Consistency is one of the keys to maintainable source code and hence a successful software project. We propose a novel method of extracting the intent of programmers from source code of a large project (~300kLOC) and checking the semantic consistency of its variable names. Our system learns a project-specific naming convention for variables based on its role solely from source code, and suggest alternatives when it violates its internal consistency. The system can also show the reasoning why a certain variable should be named in a specific way. The system does not rely on any external knowledge. We applied our method to 12 open-source projects and evaluated its results with human reviewers. Our system proposed alternative variable names for 416 out of 1080 (39%) instances that are considered better than ones originally used by the developers. Based on the results, we created patches to correct the inconsistent names and sent them to its developers. Three open-source projects adopted it.",arxiv,llm,0.920,unreviewed,,doi:10.1109/apsec53868.2021.00030
discarded,A portable application framework for energy management and information systems (EMIS) solutions using Brick semantic schema,"Chiosa, Roberto; Piscitelli, Marco Savino; Pritoni, Marco; Capozzoli, Alfonso",2024,ENERGY AND BUILDINGS,10.1016/j.enbuild.2024.114802,https://www.webofscience.com/wos/woscc/full-record/WOS:001317905900001,off-topic-false-hit,"This paper introduces a portable framework for developing, scaling and maintaining energy management and information systems (EMIS) applications using an ontology-based approach. Key contributions include an interoperable layer based on Brick schema, the formalization of application constraints pertaining metadata and data requirements, and a field demonstration. The framework allows for querying metadata models, fetching data, preprocessing, and analyzing data, thereby offering a modular and flexible workflow for application development. Its effectiveness is demonstrated through a case study involving the development and implementation of a data- driven anomaly detection tool for the photovoltaic systems installed at the Politecnico di Torino, Italy. During eight months of testing, the framework was used to tackle practical challenges including: (i) developing a machine learning-based anomaly detection pipeline, (ii) replacing data-driven models during operation, (iii) optimizing model deployment and retraining, (iv) handling critical changes in variable naming conventions and sensor availability (v) extending the pipeline from one system to additional ones.",wos,llm,0.990,unreviewed,,doi:10.1016/j.enbuild.2024.114802
discarded,Classification of Vascular Anomalies: An Update,"Steiner, Jack E.; Drolet, Beth A.",2017,SEMINARS IN INTERVENTIONAL RADIOLOGY,10.1055/s-0037-1604295,https://www.webofscience.com/wos/woscc/full-record/WOS:000410877400001,off-topic-false-hit,"Vascular anomalies present both a diagnostic and therapeutic challenge to physicians. Identification of these lesions is difficult due to their immense phenotypic variability, and naming conventions for vascular anomalies have historically been inconsistent. Terms such as ""hemangioma"" are informative when used correctly, but can cause confusion and miscommunication if applied indiscriminately to all vascular anomalies. Accuracy in classification is essential, as both disease course and therapeutic options differ greatly depending on the particular vascular anomaly present. In order for clinicians to properly diagnose and treat patients with these diseases, a unified nomenclature must be employed. This section provides an update on the current classification of vascular anomalies, with clinical descriptions of the most commonly encountered lesions, and clarifies the ambiguous nomenclature present in the existing literature.",wos,llm,1.000,unreviewed,,doi:10.1055/s-0037-1604295
discarded,'C' Syntax Coding Standard: Source Code Development,"Oshana, Robert",2013,"SOFTWARE ENGINEERING FOR EMBEDDED SYSTEMS: METHODS, PRACTICAL TECHNIQUES, AND APPLICATIONS",,https://www.webofscience.com/wos/woscc/full-record/WOS:000334786000028,off-topic-false-hit,"This appendix includes a syntax standard which could be considered for an embedded project. It includes a style guide and naming conventions for variables and declarations. It can be used as is, or modified to fit the particular application being developed. Using a standard for coding can help with providing uniformity in the code baseline, which helps with readability and maintainability among all of the developers. It also suggests practices that help reduce bugs in the code, such as initialization order and conventions that should be avoided.",wos,llm,0.860,unreviewed,,hash:0b4e4ec648a2c94e
discarded,TIDIER: an identifier splitting approach using speech recognition techniques,"Guerrouj, Latifa; Di Penta, Massimiliano; Antoniol, Giuliano; Gueheneuc, Yann-Gael",2013,JOURNAL OF SOFTWARE-EVOLUTION AND PROCESS,10.1002/smr.539,https://www.webofscience.com/wos/woscc/full-record/WOS:000320557900002,adjacent-subtopic,"The software engineering literature reports empirical evidence on the relation between various characteristics of a software system and its quality. Among other factors, recent studies have shown that a proper choice of identifiers influences understandability and maintainability. Indeed, identifiers are developers' main source of information and guide their cognitive processes during program comprehension when high-level documentation is scarce or outdated and when source code is not sufficiently commented. This paper proposes a novel approach to recognize words composing source code identifiers. The approach is based on an adaptation of Dynamic Time Warping used to recognize words in continuous speech. The approach overcomes the limitations of existing identifier-splitting approaches when naming conventions (e.g., Camel Case) are not used or when identifiers contain abbreviations. We apply the approach on a sample of more than 1000 identifiers extracted from 340 C programs and compare its results with a simple Camel Case splitter and with an implementation of an alternative identifier splitting approach, Samurai. Results indicate the capability of the novel approach: (i) to outperform the alternative ones, when using a dictionary augmented with domain knowledge or a contextual dictionary and (ii) to expand 48% of a set of selected abbreviations into dictionary words. Copyright (c) 2011 John Wiley & Sons, Ltd.",wos,llm,0.960,unreviewed,,doi:10.1002/smr.539
discarded,UML design pattern metamodel-level constraints for the maintenance of software evolution,"Park, Jaeyong; Lee, Seok-Won; Rine, David C.",2013,SOFTWARE-PRACTICE & EXPERIENCE,10.1002/spe.1116,https://www.webofscience.com/wos/woscc/full-record/WOS:000319997100007,off-topic-false-hit,"Software maintenance including design is difficult because it is usually performed on someone else's work over a period of time. Maintaining a pattern-based design is especially much more difficult when the information on specific patterns that have been used are not available in the corresponding design documents. Also, finding a maintainer who has a similar level of knowledge on specific patterns that the initial designer had is not easy. Pattern-based design, the use of design patterns during the software design process, has become widely used in the object-oriented community because of its many benefits such as its reuse. However, the defects in pattern-based design can be introduced during the design maintenance phase when the changes are made to the requirements and the initial design, but the conformance to the original patterns is neglected. This conformance process is laborious and time consuming; no systematic process exists to guide the defects discovery and maintenance. Also, deep and correct knowledge of design patterns and their characteristics are required because this process is conducted by human experts. Failure to follow this conformance process and to maintain correct designs during software design evolution may cause serious problems in later software development and maintenance stages by not providing the benefits of pattern-based design that would have been possible if followed correctly. There is a strong need of a systematic design and maintenance method for preventing defects in design patterns introduced during the evolution of pattern-based software design and its maintenance. Because conventional UML design methods do not provide such systematic ways of assessing pattern-based design conformance to the evolutionary changes, we have developed the pattern instance changes with UML profiles (PICUP) design method, which is an improved design method for perfective and corrective UML pattern-based design maintenance and assessment. Design pattern in UML profiles (DPUP) is developed for the use of instantiation, maintenance, and assessment of UML pattern-based designs to support the formal specification of a design pattern. DPUPs, as the main part of the PICUP design method, provide metamodel-level UML design constraints using UML stereotype notations and metamodel-level Object Constraint Language design constraints. Assessment of pattern-based designs in UML class diagram with the corresponding DPUPs enforces maintainers to make necessary and correct changes to keep the principles of the original designs. Pattern-related information is annotated using stereotype notations to help assess pattern-based designs when changes are made. Furthermore, the structural conformance checking of a given UML pattern-based design can be automated by using the assessment tool. The major contributions of this paper are: (i) specifying design patterns using extended UML profile; (ii) providing a means of how to instantiate pattern-based designs from DPUPs with naming conventions; and (iii) providing design constraints for maintaining pattern-based design to guide correct changes of a given design in PICUP method. Explanatory type case studies were performed to better understand and evaluate the effectiveness of the PICUP design method with DPUPs.

Answers to the case study questionnaires and the pattern defects discovered from the case studies support the hypothesis that the PICUP method is an improved design method that ensures structural conformance of UML pattern-based designs to the corresponding design patterns during perfective and corrective design maintenance for software systems. Copyright (c) 2011 John Wiley & Sons, Ltd.",wos,llm,0.980,unreviewed,,doi:10.1002/spe.1116
discarded,Recognizing Words from Source Code Identifiers using Speech Recognition Techniques,"Madani, Nioosha; Guerrouj, Latifa; Di Penta, Massimiliano; Gueheneuc, Yann-Gael; Antoniol, Giuliano",2010,14TH EUROPEAN CONFERENCE ON SOFTWARE MAINTENANCE AND REENGINEERING (CSMR 2010),10.1109/CSMR.2010.31,https://www.webofscience.com/wos/woscc/full-record/WOS:000407129400010,adjacent-subtopic,"The existing software engineering literature has empirically shown that a proper choice of identifiers influences software understandability and maintainability. Researchers have noticed that identifiers are one of the most important source of information about program entities and that the semantic of identifiers guide the cognitive process.

Recognizing the words forming identifiers is not an easy task when naming conventions (e.g., Camel Case) are not used or strictly followed and-or when these words have been abbreviated or otherwise transformed. This paper proposes a technique inspired from speech recognition, i.e., dynamic time warping, to split identifiers into component words.

The proposed technique has been applied to identifiers extracted from two different applications: JHotDraw and Lynx. Results compared to manually-built oracles and with Camel Case algorithm are encouraging. In fact, they show that the technique successfully recognizes words composing identifiers (even when abbreviated) in about 90% of cases and that it performs better than Camel Case. Furthermore, it was able to spot mistakes in the manually-built oracle.",wos,llm,0.960,unreviewed,,doi:10.1109/csmr.2010.31
discarded,Debugging Method Names,"Host, Einar W.; Ostvold, Bjarte M.",2009,ECOOP 2009 - OBJECT-ORIENTED PROGRAMMING,,https://www.webofscience.com/wos/woscc/full-record/WOS:000268998700013,adjacent-subtopic,"Meaningful method names are crucial for the readability and maintainability of software. Existing naming conventions focus On Syntactic details, leaving programmers with little or no support in assuring meaningful names. In this paper, we show that naming conventions can go much further: we can mechanically check whether or not a method name and implementation are likely to be good matches for each other. The vast amount of software written in Java defines an implicit convention for pairing names and implementations. We exploit this to extract rules for method names, which are used to identify ""naming bugs"" in well-known Java applications. We also present an approach for automatic suggestion of more suitable names in the presence of mismatch between name and implementation.",wos,llm,0.910,unreviewed,,hash:d43ad4b7042235a3
discarded,Programming for job security revisited: Even more tips and techniques to maximize your indispensability,"Carpenter, AL; Payne, T",1998,PROCEEDINGS OF THE TWENTY-THIRD ANNUAL SAS USERS GROUP INTERNATIONAL CONFERENCE,,https://www.webofscience.com/wos/woscc/full-record/WOS:000080606400248,off-topic-false-hit,"A great deal has been said about programming techniques for efficiency and maintainability of SAS' programs, We are taught to write code that minimizes machine and programmer resources. Unfortunately, easily maintained code requires fewer programmers, and fewer programmers means pink slips and less job security. In these troubled times, programmers need to be able to maximize their indispensability.

Programmers can increase their job security and thereby I protect themselves and their families by applying the tips and techniques discussed within this paper. the programmer will be advised when to apply the techniques, and whether the use of the techniques should be subtle or gross.

Techniques will cover programming style, editing style, statements to use and avoid, and naming conventions. You will learn to blur data steps, make non-assigning assignment statements, and in general write code that not even you will be able to figure out how or why it works,

All the techniques discussed in this paper have been field tested by the authors and other SAS programming professionals. Portions of this paper are based on a similar ""Best Contributed Paper"" presented at SUGI 18 (Carpenter, 1993), SUGI 21(Carpenter, 1996), and SEUGI 15. It has also been presented at WUSS, SUGISA (South Africa) and Views (UK).",wos,llm,0.950,unreviewed,,hash:f26b928c6dd98aa1
discarded,A comparative evaluation of ChatGPT-4o and DeepSeek-R1 for AI-generated code quality using software engineering metrics,Almanasra S.,2026,Array,10.1016/j.array.2026.100979,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105042075766&origin=inward,off-topic-false-hit,,scopus,llm,0.760,unreviewed,,doi:10.1016/j.array.2026.100979
